,Vol,De,arrival_real_date_planed,arrival_real_date_time_planed,arrival_real_date_time,month,hour,weekday,quarter,delay_in_minutes,duration_in_minutes,is_late
179,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 15:52:00,2017-10-05 15:41:00,10,15,3,4,-11.0,93.0,0
180,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-06,2017-10-06 07:48:00,2017-10-06 07:47:00,10,7,4,4,-1.0,95.0,0
181,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-06,2017-10-06 07:48:00,2017-10-06 07:47:00,10,7,4,4,-1.0,95.0,0
182,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-06,2017-10-06 08:00:00,2017-10-06 08:00:00,10,8,4,4,0.0,45.0,0
183,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-06,2017-10-06 08:02:00,2017-10-06 07:40:00,10,8,4,4,-22.0,94.0,0
185,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-06,2017-10-06 08:02:00,2017-10-06 07:40:00,10,8,4,4,-22.0,94.0,0
186,S6999 KSZ999 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),2017-10-06,2017-10-06 08:11:00,2017-10-06 08:11:00,10,8,4,4,0.0,116.0,0
187,S6999 KSZ999 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),2017-10-06,2017-10-06 08:11:00,2017-10-06 08:11:00,10,8,4,4,0.0,116.0,0
188,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-06,2017-10-06 08:17:00,2017-10-06 08:17:00,10,8,4,4,0.0,47.0,0
189,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-06,2017-10-06 08:30:00,2017-10-06 08:30:00,10,8,4,4,0.0,30.0,0
191,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-06,2017-10-06 09:00:00,2017-10-06 09:00:00,10,9,4,4,0.0,45.0,0
192,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-06,2017-10-06 09:11:00,2017-10-06 08:55:00,10,9,4,4,-16.0,94.0,0
193,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-06,2017-10-06 09:11:00,2017-10-06 08:55:00,10,9,4,4,-16.0,94.0,0
194,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-06,2017-10-06 09:20:00,2017-10-06 09:13:00,10,9,4,4,-7.0,93.0,0
195,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-06,2017-10-06 09:20:00,2017-10-06 09:13:00,10,9,4,4,-7.0,93.0,0
197,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-06,2017-10-06 10:30:00,2017-10-06 10:30:00,10,10,4,4,0.0,30.0,0
198,M6853 Amerijet International (M6 / AJT),Miami (MIA / KMIA),2017-10-06,2017-10-06 10:30:00,2017-10-06 10:30:00,10,10,4,4,0.0,60.0,0
199,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-06,2017-10-06 11:00:00,2017-10-06 11:52:00,10,11,4,4,52.0,289.0,1
200,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-06,2017-10-06 11:00:00,2017-10-06 11:53:00,10,11,4,4,53.0,290.0,1
201,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-06,2017-10-06 11:00:00,2017-10-06 10:59:00,10,11,4,4,-1.0,98.0,0
203,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-06,2017-10-06 11:00:00,2017-10-06 10:59:00,10,11,4,4,-1.0,98.0,0
204,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-06,2017-10-06 11:09:00,2017-10-06 10:45:00,10,11,4,4,-24.0,194.0,0
205,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-06,2017-10-06 11:09:00,2017-10-06 10:47:00,10,11,4,4,-22.0,197.0,0
206,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-06,2017-10-06 11:20:00,2017-10-06 10:52:00,10,11,4,4,-28.0,195.0,0
207,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-06,2017-10-06 11:20:00,2017-10-06 10:52:00,10,11,4,4,-28.0,195.0,0
209,CU244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),2017-10-06,2017-10-06 11:50:00,2017-10-06 11:50:00,10,11,4,4,0.0,80.0,0
210,S6303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2017-10-06,2017-10-06 12:50:00,2017-10-06 12:50:00,10,12,4,4,0.0,85.0,0
211,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-06,2017-10-06 12:56:00,2017-10-06 12:36:00,10,12,4,4,-20.0,95.0,0
212,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-06,2017-10-06 12:56:00,2017-10-06 12:36:00,10,12,4,4,-20.0,95.0,0
213,II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),2017-10-06,2017-10-06 12:58:00,2017-10-06 14:35:00,10,12,4,4,97.0,168.0,1
216,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2017-10-07,2017-10-07 07:00:00,2017-10-07 08:28:00,10,7,5,4,88.0,116.0,1
217,UP193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2017-10-07,2017-10-07 07:00:00,2017-10-07 07:00:00,10,7,5,4,0.0,60.0,0
218,B61509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-07,2017-10-07 07:48:00,2017-10-07 07:48:00,10,7,5,4,0.0,108.0,0
219,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-07,2017-10-07 07:48:00,2017-10-07 07:36:00,10,7,5,4,-12.0,93.0,0
221,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-07,2017-10-07 08:02:00,2017-10-07 07:52:00,10,8,5,4,-10.0,96.0,0
222,AA1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-07,2017-10-07 08:02:00,2017-10-07 08:02:00,10,8,5,4,0.0,122.0,0
223,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-07,2017-10-07 08:17:00,2017-10-07 08:17:00,10,8,5,4,0.0,47.0,0
224,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-07,2017-10-07 08:17:00,2017-10-07 08:17:00,10,8,5,4,0.0,47.0,0
225,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-07,2017-10-07 08:30:00,2017-10-07 08:30:00,10,8,5,4,0.0,30.0,0
227,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-07,2017-10-07 08:30:00,2017-10-07 08:30:00,10,8,5,4,0.0,30.0,0
228,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-07,2017-10-07 09:00:00,2017-10-07 09:00:00,10,9,5,4,0.0,45.0,0
229,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-07,2017-10-07 09:00:00,2017-10-07 09:00:00,10,9,5,4,0.0,45.0,0
230,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-07,2017-10-07 09:11:00,2017-10-07 08:58:00,10,9,5,4,-13.0,95.0,0
231,NK951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-07,2017-10-07 09:11:00,2017-10-07 09:11:00,10,9,5,4,0.0,121.0,0
233,AA377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-07,2017-10-07 09:20:00,2017-10-07 09:20:00,10,9,5,4,0.0,125.0,0
234,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-07,2017-10-07 09:20:00,2017-10-07 09:07:00,10,9,5,4,-13.0,95.0,0
235,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-07,2017-10-07 10:35:00,2017-10-07 10:35:00,10,10,5,4,0.0,35.0,0
236,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-07,2017-10-07 10:35:00,2017-10-07 10:35:00,10,10,5,4,0.0,35.0,0
237,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-07,2017-10-07 11:00:00,2017-10-07 11:02:00,10,11,5,4,2.0,103.0,1
239,AF619 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-07,2017-10-07 11:00:00,2017-10-07 11:00:00,10,11,5,4,0.0,115.0,0
240,LW704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-07,2017-10-07 11:00:00,2017-10-07 11:00:00,10,11,5,4,0.0,300.0,0
241,B61835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-07,2017-10-07 11:09:00,2017-10-07 11:09:00,10,11,5,4,0.0,235.0,0
242,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-07,2017-10-07 11:09:00,2017-10-07 10:48:00,10,11,5,4,-21.0,184.0,0
243,AA2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-07,2017-10-07 11:20:00,2017-10-07 11:20:00,10,11,5,4,0.0,240.0,0
245,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-07,2017-10-07 11:20:00,2017-10-07 10:56:00,10,11,5,4,-24.0,197.0,0
246,CU242 Cubana (CU / CUB),Camaguey (CMW / MUCM),2017-10-07,2017-10-07 12:00:00,2017-10-07 12:00:00,10,12,5,4,0.0,120.0,0
247,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-07,2017-10-07 12:07:00,2017-10-07 10:54:00,10,12,5,4,-73.0,68.0,0
248,CM202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-07,2017-10-07 12:07:00,2017-10-07 12:07:00,10,12,5,4,0.0,152.0,0
249,LW704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-07,2017-10-07 12:15:00,2017-10-07 12:15:00,10,12,5,4,0.0,300.0,0
251,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-07,2017-10-07 12:56:00,2017-10-07 12:47:00,10,12,5,4,-9.0,94.0,0
252,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-08,2017-10-08 07:48:00,2017-10-08 07:38:00,10,7,6,4,-10.0,92.0,0
253,B61509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-08,2017-10-08 07:48:00,2017-10-08 07:48:00,10,7,6,4,0.0,108.0,0
254,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-08,2017-10-08 08:00:00,2017-10-08 08:00:00,10,8,6,4,0.0,45.0,0
255,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-08,2017-10-08 08:00:00,2017-10-08 08:00:00,10,8,6,4,0.0,45.0,0
257,AA1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-08,2017-10-08 08:02:00,2017-10-08 08:02:00,10,8,6,4,0.0,122.0,0
258,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-08,2017-10-08 08:02:00,2017-10-08 07:49:00,10,8,6,4,-13.0,93.0,0
259,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-08,2017-10-08 08:17:00,2017-10-08 08:17:00,10,8,6,4,0.0,47.0,0
260,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-08,2017-10-08 08:17:00,2017-10-08 08:17:00,10,8,6,4,0.0,47.0,0
261,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-08,2017-10-08 08:30:00,2017-10-08 08:30:00,10,8,6,4,0.0,30.0,0
263,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-08,2017-10-08 08:30:00,2017-10-08 08:30:00,10,8,6,4,0.0,30.0,0
264,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-08,2017-10-08 09:00:00,2017-10-08 09:00:00,10,9,6,4,0.0,45.0,0
265,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-08,2017-10-08 09:00:00,2017-10-08 09:00:00,10,9,6,4,0.0,45.0,0
266,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-08,2017-10-08 09:11:00,2017-10-08 09:16:00,10,9,6,4,5.0,101.0,1
267,NK951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-08,2017-10-08 09:11:00,2017-10-08 09:11:00,10,9,6,4,0.0,121.0,0
269,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-08,2017-10-08 09:20:00,2017-10-08 09:07:00,10,9,6,4,-13.0,96.0,0
270,AA377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-08,2017-10-08 09:20:00,2017-10-08 09:20:00,10,9,6,4,0.0,125.0,0
271,B61835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-08,2017-10-08 11:09:00,2017-10-08 11:09:00,10,11,6,4,0.0,235.0,0
272,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-08,2017-10-08 11:09:00,2017-10-08 10:46:00,10,11,6,4,-23.0,189.0,0
273,AA2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-08,2017-10-08 11:20:00,2017-10-08 11:20:00,10,11,6,4,0.0,240.0,0
275,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-08,2017-10-08 11:20:00,2017-10-08 11:08:00,10,11,6,4,-12.0,207.0,0
276,QS9001 TVS9001 SmartWings (QS / TVS),Lima (LIM / SPJC),2017-10-08,2017-10-08 11:52:00,2017-10-08 11:52:00,10,11,6,4,0.0,270.0,0
277,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-08,2017-10-08 12:56:00,2017-10-08 12:59:00,10,12,6,4,3.0,99.0,1
278,AA949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-08,2017-10-08 12:56:00,2017-10-08 12:56:00,10,12,6,4,0.0,130.0,0
279,JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),2017-10-08,2017-10-08 13:10:00,2017-10-08 13:10:00,10,13,6,4,0.0,70.0,0
281,JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),2017-10-08,2017-10-08 13:10:00,2017-10-08 13:10:00,10,13,6,4,0.0,70.0,0
282,9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),2017-10-08,2017-10-08 13:15:00,2017-10-08 13:15:00,10,13,6,4,0.0,75.0,0
283,9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),2017-10-08,2017-10-08 13:15:00,2017-10-08 13:15:00,10,13,6,4,0.0,75.0,0
284,TX556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2017-10-08,2017-10-08 13:15:00,2017-10-08 13:15:00,10,13,6,4,0.0,585.0,0
285,TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2017-10-08,2017-10-08 13:15:00,2017-10-08 13:59:00,10,13,6,4,44.0,534.0,1
287,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-08,2017-10-08 13:30:00,2017-10-08 13:30:00,10,13,6,4,0.0,30.0,0
288,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-09,2017-10-09 07:48:00,2017-10-09 07:44:00,10,7,0,4,-4.0,91.0,0
289,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-09,2017-10-09 08:00:00,2017-10-09 08:00:00,10,8,0,4,0.0,45.0,0
290,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-09,2017-10-09 08:02:00,2017-10-09 07:49:00,10,8,0,4,-13.0,97.0,0
291,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-09,2017-10-09 08:17:00,2017-10-09 08:17:00,10,8,0,4,0.0,47.0,0
293,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-09,2017-10-09 08:30:00,2017-10-09 08:30:00,10,8,0,4,0.0,30.0,0
294,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-09,2017-10-09 09:00:00,2017-10-09 09:00:00,10,9,0,4,0.0,45.0,0
295,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-09,2017-10-09 09:11:00,2017-10-09 08:43:00,10,9,0,4,-28.0,98.0,0
296,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-09,2017-10-09 09:20:00,2017-10-09 09:03:00,10,9,0,4,-17.0,100.0,0
297,M6813 Amerijet International (M6 / AJT),Miami (MIA / KMIA),2017-10-09,2017-10-09 10:00:00,2017-10-09 10:00:00,10,10,0,4,0.0,60.0,0
299,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-09,2017-10-09 10:35:00,2017-10-09 10:35:00,10,10,0,4,0.0,35.0,0
300,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-09,2017-10-09 11:00:00,2017-10-09 16:43:00,10,11,0,4,343.0,276.0,1
301,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-09,2017-10-09 11:00:00,2017-10-09 10:47:00,10,11,0,4,-13.0,90.0,0
302,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-09,2017-10-09 11:09:00,2017-10-09 11:06:00,10,11,0,4,-3.0,195.0,0
303,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-09,2017-10-09 11:20:00,2017-10-09 10:57:00,10,11,0,4,-23.0,191.0,0
305,II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),2017-10-09,2017-10-09 11:29:00,2017-10-09 12:17:00,10,11,0,4,48.0,169.0,1
306,CU244 CUB244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),2017-10-09,2017-10-09 11:50:00,2017-10-09 12:52:00,10,11,0,4,62.0,142.0,1
307,S6303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2017-10-09,2017-10-09 12:50:00,2017-10-09 12:50:00,10,12,0,4,0.0,85.0,0
308,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-09,2017-10-09 12:56:00,2017-10-09 12:33:00,10,12,0,4,-23.0,98.0,0
309,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-09,2017-10-09 13:30:00,2017-10-09 13:30:00,10,13,0,4,0.0,30.0,0
311,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-09,2017-10-09 14:35:00,2017-10-09 14:42:00,10,14,0,4,7.0,165.0,1
312,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-09,2017-10-09 15:52:00,2017-10-09 15:45:00,10,15,0,4,-7.0,97.0,0
313,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-09,2017-10-09 16:35:00,2017-10-09 16:17:00,10,16,0,4,-18.0,105.0,0
314,S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-09,2017-10-09 16:45:00,2017-10-09 16:45:00,10,16,0,4,0.0,30.0,0
315,S62167 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-09,2017-10-09 17:17:00,2017-10-09 17:17:00,10,17,0,4,0.0,47.0,0
317,AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-09,2017-10-09 17:39:00,2017-10-09 17:16:00,10,17,0,4,-23.0,99.0,0
318,S6407 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),2017-10-09,2017-10-09 17:50:00,2017-10-09 17:50:00,10,17,0,4,0.0,90.0,0
319,S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-09,2017-10-09 18:00:00,2017-10-09 18:00:00,10,18,0,4,0.0,45.0,0
320,AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2017-10-09,2017-10-09 18:30:00,2017-10-09 18:32:00,10,18,0,4,2.0,103.0,1
321,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-10,2017-10-10 07:48:00,2017-10-10 07:37:00,10,7,1,4,-11.0,95.0,0
323,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-10,2017-10-10 08:02:00,2017-10-10 07:50:00,10,8,1,4,-12.0,99.0,0
324,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-10,2017-10-10 07:48:00,2017-10-10 07:37:00,10,7,1,4,-11.0,95.0,0
325,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-10,2017-10-10 08:02:00,2017-10-10 07:50:00,10,8,1,4,-12.0,99.0,0
326,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-10,2017-10-10 08:17:00,2017-10-10 08:17:00,10,8,1,4,0.0,47.0,0
327,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-10,2017-10-10 08:30:00,2017-10-10 08:30:00,10,8,1,4,0.0,30.0,0
329,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-10,2017-10-10 09:00:00,2017-10-10 09:00:00,10,9,1,4,0.0,45.0,0
330,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-10,2017-10-10 09:20:00,2017-10-10 09:05:00,10,9,1,4,-15.0,94.0,0
331,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-10,2017-10-10 10:35:00,2017-10-10 10:35:00,10,10,1,4,0.0,35.0,0
332,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-10,2017-10-10 11:00:00,2017-10-10 11:00:00,10,11,1,4,0.0,300.0,0
333,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-10,2017-10-10 11:00:00,2017-10-10 10:49:00,10,11,1,4,-11.0,96.0,0
335,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-10,2017-10-10 11:09:00,2017-10-10 10:32:00,10,11,1,4,-37.0,186.0,0
336,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-10,2017-10-10 11:20:00,2017-10-10 10:41:00,10,11,1,4,-39.0,192.0,0
337,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-10,2017-10-10 12:07:00,2017-10-10 11:00:00,10,12,1,4,-67.0,54.0,0
338,II701 IBC Airways (II / CSQ),Miami (MIA / KMIA),2017-10-10,2017-10-10 12:56:00,2017-10-10 12:56:00,10,12,1,4,0.0,164.0,0
339,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-10,2017-10-10 12:56:00,2017-10-10 12:43:00,10,12,1,4,-13.0,94.0,0
341,WM803 Winair (WM / WIA),Sint Maarten (SXM / TNCM),2017-10-10,2017-10-10 13:05:00,2017-10-10 13:05:00,10,13,1,4,0.0,100.0,0
343,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-10,2017-10-10 13:30:00,2017-10-10 13:30:00,10,13,1,4,0.0,30.0,0
344,JY217 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-10,2017-10-10 13:30:00,2017-10-10 13:30:00,10,13,1,4,0.0,20.0,0
345,JY211 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-10,2017-10-10 13:30:00,2017-10-10 13:30:00,10,13,1,4,0.0,20.0,0
347,AC1814 ROU1814 Air Canada (AC / ACA),Montreal (YUL / CYUL),2017-10-10,2017-10-10 13:45:00,2017-10-10 17:42:00,10,13,1,4,237.0,222.0,1
348,S6403 Flag of Haiti Sunrise Airways (S6 / KSZ),Oranjestad (AUA / TNCA),2017-10-10,2017-10-10 13:50:00,2017-10-10 13:50:00,10,13,1,4,0.0,85.0,0
349,CU242 Cubana (CU / CUB),Camaguey (CMW / MUCM),2017-10-10,2017-10-10 14:50:00,2017-10-10 14:50:00,10,14,1,4,0.0,120.0,0
350,QS9001 TVS9001 SmartWings (QS / TVS),Lima (LIM / SPJC),2017-10-10,2017-10-10 15:39:00,2017-10-10 15:39:00,10,15,1,4,0.0,276.0,0
351,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-10,2017-10-10 15:52:00,2017-10-10 15:51:00,10,15,1,4,-1.0,98.0,0
353,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-10,2017-10-10 16:35:00,2017-10-10 16:18:00,10,16,1,4,-17.0,101.0,0
354,S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-10,2017-10-10 16:45:00,2017-10-10 16:45:00,10,16,1,4,0.0,30.0,0
355,S62167 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-10,2017-10-10 17:17:00,2017-10-10 17:17:00,10,17,1,4,0.0,47.0,0
