,Vol,De,arrival_real_date_planed,arrival_real_date_time_planed,arrival_real_date_time,month,hour,weekday,quarter,delay_in_minutes,duration_in_minutes,is_late
10439,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-18,2018-07-18 09:11:00,2018-07-18 09:26:00,7,9,2,3,15.0,99.0,1
10441,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-18,2018-07-18 09:14:00,2018-07-18 09:02:00,7,9,2,3,-12.0,100.0,0
10442,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-18,2018-07-18 09:51:00,2018-07-18 09:40:00,7,9,2,3,-11.0,210.0,0
10443,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-18,2018-07-18 10:59:00,2018-07-18 11:28:00,7,10,2,3,29.0,98.0,1
10444,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-18,2018-07-18 11:26:00,2018-07-18 11:12:00,7,11,2,3,-14.0,223.0,0
10445,K9701 KFS701 Kalitta Charters (K9 / KFS),Miami (MIA / KMIA),2018-07-18,2018-07-18 12:02:00,2018-07-18 12:37:00,7,12,2,3,35.0,96.0,1
10447,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2018-07-18,2018-07-18 12:19:00,2018-07-18 13:57:00,7,12,2,3,98.0,241.0,1
10448,TX558 FWI558 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2018-07-18,2018-07-18 12:40:00,2018-07-18 14:08:00,7,12,2,3,88.0,673.0,1
10449,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-18,2018-07-18 13:00:00,2018-07-18 13:33:00,7,13,2,3,33.0,105.0,1
10450,AA936 AAL936 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-18,2018-07-18 13:25:00,2018-07-18 13:01:00,7,13,2,3,-24.0,209.0,0
10451,TS664 TSC664 Air Transat (TS / TSC),Montreal (YUL / CYUL),2018-07-18,2018-07-18 14:30:00,2018-07-18 14:41:00,7,14,2,3,11.0,245.0,1
10453,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2018-07-18,2018-07-18 14:31:00,2018-07-18 14:21:00,7,14,2,3,-10.0,119.0,0
10454,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2018-07-18,2018-07-18 14:42:00,2018-07-18 14:27:00,7,14,2,3,-15.0,161.0,0
10455,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-18,2018-07-18 15:43:00,2018-07-18 17:22:00,7,15,2,3,99.0,216.0,1
10456,AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-18,2018-07-18 15:51:00,2018-07-18 15:43:00,7,15,2,3,-8.0,97.0,0
10457,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-18,2018-07-18 16:56:00,2018-07-18 18:40:00,7,16,2,3,104.0,97.0,1
10459,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-18,2018-07-18 17:23:00,2018-07-18 17:42:00,7,17,2,3,19.0,103.0,1
10460,AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2018-07-18,2018-07-18 18:20:00,2018-07-18 18:26:00,7,18,2,3,6.0,102.0,1
10461,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 08:11:00,2018-07-19 08:05:00,7,8,3,3,-6.0,101.0,0
10462,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 08:17:00,2018-07-19 08:13:00,7,8,3,3,-4.0,100.0,0
10463,NC810 NAC810  Northern Air Cargo (NC / NAC),"the star is in the center of gravity of the triangle, so the x-pos is irrational (tan(30 deg) * 15) San Juan (SJU / TJSJ)",2018-07-19,2018-07-19 09:10:00,2018-07-19 10:28:00,7,9,3,3,78.0,138.0,1
10465,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 09:11:00,2018-07-19 08:50:00,7,9,3,3,-21.0,94.0,0
10466,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-19,2018-07-19 09:14:00,2018-07-19 09:13:00,7,9,3,3,-1.0,105.0,0
10467,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-19,2018-07-19 09:51:00,2018-07-19 09:40:00,7,9,3,3,-11.0,214.0,0
10468,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 10:59:00,2018-07-19 10:57:00,7,10,3,3,-2.0,94.0,0
10469,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-19,2018-07-19 11:00:00,2018-07-19 10:56:00,7,11,3,3,-4.0,101.0,0
10471,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-19,2018-07-19 11:26:00,2018-07-19 11:59:00,7,11,3,3,33.0,247.0,1
10472,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 08:11:00,2018-07-19 08:05:00,7,8,3,3,-6.0,101.0,0
10473,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 08:17:00,2018-07-19 08:13:00,7,8,3,3,-4.0,100.0,0
10474,NC810 NAC810 Northern Air Cargo (NC / NAC),"the star is in the center of gravity of the triangle, so the x-pos is irrational (tan(30 deg) * 15) San Juan (SJU / TJSJ)",2018-07-19,2018-07-19 09:10:00,2018-07-19 10:28:00,7,9,3,3,78.0,138.0,1
10475,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 09:11:00,2018-07-19 08:50:00,7,9,3,3,-21.0,94.0,0
10477,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-19,2018-07-19 09:14:00,2018-07-19 09:13:00,7,9,3,3,-1.0,105.0,0
10478,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-19,2018-07-19 09:51:00,2018-07-19 09:40:00,7,9,3,3,-11.0,214.0,0
10479,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 10:59:00,2018-07-19 10:57:00,7,10,3,3,-2.0,94.0,0
10480,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-19,2018-07-19 11:00:00,2018-07-19 10:56:00,7,11,3,3,-4.0,101.0,0
10481,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-19,2018-07-19 11:26:00,2018-07-19 11:59:00,7,11,3,3,33.0,247.0,1
10483,S6300 KSZ300 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2018-07-19,2018-07-19 11:33:00,2018-07-19 11:33:00,7,11,3,3,0.0,47.0,0
10484,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2018-07-19,2018-07-19 11:58:00,2018-07-19 12:19:00,7,11,3,3,21.0,221.0,1
10485,K9701 KFS701 Kalitta Charters (K9 / KFS),Miami (MIA / KMIA),2018-07-19,2018-07-19 12:03:00,2018-07-19 12:18:00,7,12,3,3,15.0,92.0,1
10486,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-19,2018-07-19 13:00:00,2018-07-19 12:58:00,7,13,3,3,-2.0,93.0,0
10487,AC1814 ROU1814 Air Canada (AC / ACA),Montreal (YUL / CYUL),2018-07-19,2018-07-19 13:20:00,2018-07-19 13:18:00,7,13,3,3,-2.0,223.0,0
10489,AA936 AAL936 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-19,2018-07-19 13:25:00,2018-07-19 14:16:00,7,13,3,3,51.0,220.0,1
10490,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2018-07-19,2018-07-19 14:31:00,2018-07-19 15:42:00,7,14,3,3,71.0,124.0,1
10491,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2018-07-19,2018-07-19 14:42:00,2018-07-19 14:53:00,7,14,3,3,11.0,156.0,1
10492,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-19,2018-07-19 15:43:00,2018-07-19 16:45:00,7,15,3,3,62.0,237.0,1
10493,AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-19,2018-07-19 15:51:00,2018-07-19 15:23:00,7,15,3,3,-28.0,98.0,0
10495,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 16:56:00,2018-07-19 19:00:00,7,16,3,3,124.0,131.0,1
10496,S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2018-07-19,2018-07-19 17:00:00,2018-07-19 18:26:00,7,17,3,3,86.0,206.0,1
10497,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-19,2018-07-19 17:23:00,2018-07-19 18:48:00,7,17,3,3,85.0,123.0,1
10498,AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2018-07-19,2018-07-19 18:20:00,2018-07-19 18:35:00,7,18,3,3,15.0,116.0,1
10499,S6405 KSZ405 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),2018-07-20,2018-07-20 08:00:00,2018-07-20 07:50:00,7,8,4,3,-10.0,79.0,0
10501,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 08:11:00,2018-07-20 08:21:00,7,8,4,3,10.0,111.0,1
10502,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 08:17:00,2018-07-20 08:13:00,7,8,4,3,-4.0,102.0,0
10503,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 09:11:00,2018-07-20 09:06:00,7,9,4,3,-5.0,111.0,0
10504,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-20,2018-07-20 09:14:00,2018-07-20 09:19:00,7,9,4,3,5.0,113.0,1
10505,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-20,2018-07-20 09:51:00,2018-07-20 09:33:00,7,9,4,3,-18.0,193.0,0
10507,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 10:59:00,2018-07-20 11:09:00,7,10,4,3,10.0,109.0,1
10508,S6405 KSZ405 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),2018-07-20,2018-07-20 08:00:00,2018-07-20 07:50:00,7,8,4,3,-10.0,79.0,0
10509,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 08:11:00,2018-07-20 08:21:00,7,8,4,3,10.0,111.0,1
10510,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 08:17:00,2018-07-20 08:13:00,7,8,4,3,-4.0,102.0,0
10511,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 09:11:00,2018-07-20 09:06:00,7,9,4,3,-5.0,111.0,0
10513,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-20,2018-07-20 09:14:00,2018-07-20 09:19:00,7,9,4,3,5.0,113.0,1
10514,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-20,2018-07-20 09:51:00,2018-07-20 09:33:00,7,9,4,3,-18.0,193.0,0
10515,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 10:59:00,2018-07-20 11:09:00,7,10,4,3,10.0,109.0,1
10516,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-20,2018-07-20 11:00:00,2018-07-20 11:23:00,7,11,4,3,23.0,117.0,1
10517,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-20,2018-07-20 11:26:00,2018-07-20 11:00:00,7,11,4,3,-26.0,188.0,0
10519,K9701 KFS701 Kalitta Charters (K9 / KFS),Miami (MIA / KMIA),2018-07-20,2018-07-20 12:03:00,2018-07-20 12:04:00,7,12,4,3,1.0,93.0,1
10520,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2018-07-20,2018-07-20 12:19:00,2018-07-20 12:12:00,7,12,4,3,-7.0,222.0,0
10521,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-20,2018-07-20 13:00:00,2018-07-20 12:43:00,7,13,4,3,-17.0,91.0,0
10522,AA936 AAL936 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-20,2018-07-20 13:25:00,2018-07-20 12:47:00,7,13,4,3,-38.0,198.0,0
10523,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2018-07-20,2018-07-20 14:31:00,2018-07-20 14:42:00,7,14,4,3,11.0,118.0,1
10525,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2018-07-20,2018-07-20 14:42:00,2018-07-20 14:40:00,7,14,4,3,-2.0,152.0,0
10526,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-20,2018-07-20 15:43:00,2018-07-20 15:49:00,7,15,4,3,6.0,189.0,1
10527,AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-20,2018-07-20 15:51:00,2018-07-20 15:24:00,7,15,4,3,-27.0,95.0,0
10528,M6852 AJT852 Amerijet International (M6 / AJT),Flag of Barbados Bridgetown (BGI / TBPB),2018-07-20,2018-07-20 16:40:00,2018-07-20 16:35:00,7,16,4,3,-5.0,130.0,0
10529,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-20,2018-07-20 16:56:00,2018-07-20 17:26:00,7,16,4,3,30.0,105.0,1
10532,AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2018-07-20,2018-07-20 18:20:00,2018-07-20 18:26:00,7,18,4,3,6.0,107.0,1
10533,S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2018-07-20,2018-07-20 19:00:00,2018-07-20 19:58:00,7,19,4,3,58.0,148.0,1
10534,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2018-07-21,2018-07-21 07:00:00,2018-07-21 08:24:00,7,7,5,3,84.0,123.0,1
10535,AA2483 AAL2483 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 08:11:00,2018-07-21 07:46:00,7,8,5,3,-25.0,98.0,0
10537,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 08:17:00,2018-07-21 08:03:00,7,8,5,3,-14.0,92.0,0
10538,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 09:11:00,2018-07-21 09:24:00,7,9,5,3,13.0,107.0,1
10539,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-21,2018-07-21 09:14:00,2018-07-21 08:56:00,7,9,5,3,-18.0,95.0,0
10540,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-21,2018-07-21 09:51:00,2018-07-21 09:35:00,7,9,5,3,-16.0,201.0,0
10541,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 10:59:00,2018-07-21 10:59:00,7,10,5,3,0.0,92.0,0
10543,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-21,2018-07-21 11:00:00,2018-07-21 10:58:00,7,11,5,3,-2.0,108.0,0
10544,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2018-07-21,2018-07-21 07:00:00,2018-07-21 08:24:00,7,7,5,3,84.0,123.0,1
10545,AA2483 AAL2483 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 08:11:00,2018-07-21 07:46:00,7,8,5,3,-25.0,98.0,0
10546,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 08:17:00,2018-07-21 08:03:00,7,8,5,3,-14.0,92.0,0
10547,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 09:11:00,2018-07-21 09:24:00,7,9,5,3,13.0,107.0,1
10549,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-21,2018-07-21 09:14:00,2018-07-21 08:56:00,7,9,5,3,-18.0,95.0,0
10550,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-21,2018-07-21 09:51:00,2018-07-21 09:35:00,7,9,5,3,-16.0,201.0,0
10551,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 10:59:00,2018-07-21 10:59:00,7,10,5,3,0.0,92.0,0
10552,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-21,2018-07-21 11:00:00,2018-07-21 10:58:00,7,11,5,3,-2.0,108.0,0
10553,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-21,2018-07-21 11:26:00,2018-07-21 10:53:00,7,11,5,3,-33.0,194.0,0
10555,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2018-07-21,2018-07-21 12:09:00,2018-07-21 12:51:00,7,12,5,3,42.0,207.0,1
10556,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-21,2018-07-21 13:00:00,2018-07-21 12:59:00,7,13,5,3,-1.0,96.0,0
10557,II703 CSQ703 IBC Airways (II / CSQ),Miami (MIA / KMIA),2018-07-21,2018-07-21 13:56:00,2018-07-21 14:38:00,7,13,5,3,42.0,170.0,1
10558,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2018-07-21,2018-07-21 14:31:00,2018-07-21 14:17:00,7,14,5,3,-14.0,108.0,0
10559,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2018-07-21,2018-07-21 14:42:00,2018-07-21 14:56:00,7,14,5,3,14.0,154.0,1
10561,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-21,2018-07-21 15:36:00,2018-07-21 16:00:00,7,15,5,3,24.0,206.0,1
10562,AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-21,2018-07-21 15:51:00,2018-07-21 18:57:00,7,15,5,3,186.0,96.0,1
10563,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 16:56:00,2018-07-21 16:43:00,7,16,5,3,-13.0,104.0,0
10564,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-21,2018-07-21 17:23:00,2018-07-21 17:10:00,7,17,5,3,-13.0,100.0,0
10565,S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2018-07-21,2018-07-21 17:38:00,2018-07-21 17:38:00,7,17,5,3,0.0,69.0,0
10567,AF618 AFR618 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2018-07-21,2018-07-21 18:20:00,2018-07-21 18:21:00,7,18,5,3,1.0,97.0,1
10568,S61301 KSZ1301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2018-07-21,2018-07-21 20:44:00,2018-07-21 20:44:00,7,20,5,3,0.0,42.0,0
10569,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 08:11:00,2018-07-22 07:50:00,7,8,6,3,-21.0,100.0,0
10570,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 08:17:00,2018-07-22 08:12:00,7,8,6,3,-5.0,101.0,0
10571,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 09:11:00,2018-07-22 09:15:00,7,9,6,3,4.0,105.0,1
10573,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-22,2018-07-22 09:14:00,2018-07-22 09:08:00,7,9,6,3,-6.0,96.0,0
10574,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-22,2018-07-22 09:40:00,2018-07-22 13:23:00,7,9,6,3,223.0,218.0,1
10575,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 10:59:00,2018-07-22 10:49:00,7,10,6,3,-10.0,98.0,0
10576,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-22,2018-07-22 11:00:00,2018-07-22 11:24:00,7,11,6,3,24.0,100.0,1
10577,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-22,2018-07-22 11:26:00,2018-07-22 11:13:00,7,11,6,3,-13.0,211.0,0
10579,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2018-07-22,2018-07-22 12:19:00,2018-07-22 11:58:00,7,12,6,3,-21.0,217.0,0
10580,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 08:11:00,2018-07-22 07:50:00,7,8,6,3,-21.0,100.0,0
10581,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 08:17:00,2018-07-22 08:12:00,7,8,6,3,-5.0,101.0,0
10582,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 09:11:00,2018-07-22 09:15:00,7,9,6,3,4.0,105.0,1
10583,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-22,2018-07-22 09:14:00,2018-07-22 09:08:00,7,9,6,3,-6.0,96.0,0
10585,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-22,2018-07-22 09:40:00,2018-07-22 13:23:00,7,9,6,3,223.0,218.0,1
10586,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 10:59:00,2018-07-22 10:49:00,7,10,6,3,-10.0,98.0,0
10587,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-22,2018-07-22 11:00:00,2018-07-22 11:24:00,7,11,6,3,24.0,100.0,1
10588,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-22,2018-07-22 11:26:00,2018-07-22 11:13:00,7,11,6,3,-13.0,211.0,0
10589,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2018-07-22,2018-07-22 12:19:00,2018-07-22 11:58:00,7,12,6,3,-21.0,217.0,0
10591,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-22,2018-07-22 13:00:00,2018-07-22 12:48:00,7,13,6,3,-12.0,104.0,0
10592,AA936 AAL936 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-22,2018-07-22 13:25:00,2018-07-22 13:15:00,7,13,6,3,-10.0,211.0,0
10593,TX556 FWI56Y Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2018-07-22,2018-07-22 13:25:00,2018-07-22 16:01:00,7,13,6,3,156.0,530.0,1
10594,TS662 TSC662 Air Transat (TS / TSC),Montreal (YUL / CYUL),2018-07-22,2018-07-22 14:04:00,2018-07-22 14:19:00,7,14,6,3,15.0,234.0,1
10595,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2018-07-22,2018-07-22 14:31:00,2018-07-22 14:25:00,7,14,6,3,-6.0,110.0,0
10597,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2018-07-22,2018-07-22 14:42:00,2018-07-22 14:17:00,7,14,6,3,-25.0,153.0,0
10598,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-22,2018-07-22 15:29:00,2018-07-22 16:04:00,7,15,6,3,35.0,190.0,1
10599,AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-22,2018-07-22 15:51:00,2018-07-22 15:44:00,7,15,6,3,-7.0,106.0,0
10600,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 16:56:00,2018-07-22 16:36:00,7,16,6,3,-20.0,107.0,0
10601,S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2018-07-22,2018-07-22 17:00:00,2018-07-22 18:07:00,7,17,6,3,67.0,187.0,1
10603,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-22,2018-07-22 17:23:00,2018-07-22 18:51:00,7,17,6,3,88.0,108.0,1
10604,AA1517 AAL1517 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2018-07-23,2018-07-23 08:11:00,2018-07-23 08:08:00,7,8,0,3,-3.0,106.0,0
10605,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-23,2018-07-23 08:17:00,2018-07-23 08:17:00,7,8,0,3,0.0,99.0,0
10606,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2018-07-23,2018-07-23 09:11:00,2018-07-23 09:04:00,7,9,0,3,-7.0,102.0,0
10607,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2018-07-23,2018-07-23 09:14:00,2018-07-23 09:20:00,7,9,0,3,6.0,91.0,1
10609,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2018-07-23,2018-07-23 09:51:00,2018-07-23 09:52:00,7,9,0,3,1.0,197.0,1
10610,B61609 JBU1609 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2018-07-23,2018-07-23 10:59:00,2018-07-23 11:15:00,7,10,0,3,16.0,105.0,1
10611,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2018-07-23,2018-07-23 11:00:00,2018-07-23 10:58:00,7,11,0,3,-2.0,95.0,0
10612,S6301 KSZ301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2018-07-23,2018-07-23 11:00:00,2018-07-23 12:03:00,7,11,0,3,63.0,123.0,1
10613,AA1179 AAL1179 American Airlines (AA / AAL),New York (JFK / KJFK),2018-07-23,2018-07-23 11:26:00,2018-07-23 11:04:00,7,11,0,3,-22.0,193.0,0
