Date / Statut,Vol,De,Arrivée Planifiée,Départ,Arrivé,Durée,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"lun, 15. janv 2018 17:35 EST A Atterri",AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),17:35 EST,16:50 AST 15 min retard,17:34 EST à temps,1h 44m,,,,,
"lun, 15. janv 2018 17:54 EST A Atterri",LW706 JMR706 Lumiwings (LW / LWI),Lima (LIM / SPJC),17:54 EST,13:26 UTC-05 à temps,17:54 EST à temps,4h 28m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 16. janv 2018 07:55 EST A Atterri",B66109 JBU6109 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),07:55 EST,06:21 EST à temps,07:52 EST 2 min tôt,1h 30m,,,,,
"mar, 16. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:03 EST 3 min retard,07:37 EST 23 min tôt,1h 33m,,,,,
"mar, 16. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:41 EST 1 min retard,08:25 EST 4 min tôt,1h 44m,,,,,
"mar, 16. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:05 EST 5 min retard,08:39 EST 18 min tôt,1h 33m,,,,,
"mar, 16. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:25 EST 15 min retard,09:00 EST 13 min tôt,1h 34m,,,,,
,,,,,,,,,,,
"mar, 16. janv 2018 10:15 EST A Atterri",AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,08:23 EST 3 min retard,09:55 EST 19 min tôt,1h 32m,,,,,
"mar, 16. janv 2018 10:40 EST A Atterri",S69003 KSZ9003 Flag of Haiti Sunrise Airways (S6 / KSZ),Lima (LIM / SPJC),10:40 EST,05:49 UTC-05 à temps,10:40 EST à temps,4h 51m,,,,,
"mar, 16. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,06:37 UTC-05 1 h 37 min retard,11:09 EST 9 min retard,4h 32m,,,,,
"mar, 16. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,09:02 EST 20 min retard,10:51 EST 15 min tôt,1h 49m,,,,,
"mar, 16. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:57 EST 37 min retard,11:23 EST 9 min retard,3h 25m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 16. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:33 EST 18 min retard,11:16 EST 7 min tôt,3h 43m,,,,,
"mar, 16. janv 2018 07:55 EST A Atterri",B66109 JBU6109 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),07:55 EST,06:21 EST à temps,07:52 EST 2 min tôt,1h 30m,,,,,
"mar, 16. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:03 EST 3 min retard,07:37 EST 23 min tôt,1h 33m,,,,,
"mar, 16. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:41 EST 1 min retard,08:25 EST 4 min tôt,1h 44m,,,,,
"mar, 16. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:05 EST 5 min retard,08:39 EST 18 min tôt,1h 33m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 16. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:25 EST 15 min retard,09:00 EST 13 min tôt,1h 34m,,,,,
"mar, 16. janv 2018 10:15 EST A Atterri",AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,08:23 EST 3 min retard,09:55 EST 19 min tôt,1h 32m,,,,,
"mar, 16. janv 2018 10:40 EST A Atterri",S69003 KSZ9003 Flag of Haiti Sunrise Airways (S6 / KSZ),Lima (LIM / SPJC),10:40 EST,05:49 UTC-05 à temps,10:40 EST à temps,4h 51m,,,,,
"mar, 16. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,06:37 UTC-05 1 h 37 min retard,11:09 EST 9 min retard,4h 32m,,,,,
"mar, 16. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,09:02 EST 20 min retard,10:51 EST 15 min tôt,1h 49m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 16. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:57 EST 37 min retard,11:23 EST 9 min retard,3h 25m,,,,,
"mar, 16. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:33 EST 18 min retard,11:16 EST 7 min tôt,3h 43m,,,,,
"mar, 16. janv 2018 12:00 EST A Atterri",CU242 CUB242 Cubana (CU / CUB),Camaguey (CMW / MUCM),12:00 EST,10:35 CST planifié,12:40 EST 40 min retard,2h 5m,,,,,
"mar, 16. janv 2018 12:54 EST Détourné",B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),12:54 EST,,,3h 41m,,,,,
"mar, 16. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:31 EST 36 min retard,13:00 EST 6 min tôt,1h 28m,,,,,
,,,,,,,,,,,
"mar, 16. janv 2018 13:55 EST A Atterri",TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),13:55 EST,12:02 CET 2 h 2 min retard,15:47 EST 1 h 52 min retard,9h 44m,,,,,
"mar, 16. janv 2018 14:14 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),14:14 EST,12:16 EST 7 min retard,14:07 EST 7 min tôt,1h 50m,,,,,
"mar, 16. janv 2018 14:35 EST A Atterri",S61101 KSZ1101 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),14:35 EST,13:30 EST 1 h 10 min retard,15:22 EST 47 min retard,1h 52m,,,,,
"mar, 16. janv 2018 15:05 EST A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),15:05 EST,12:13 EST 14 min retard,14:46 EST 19 min tôt,2h 32m,,,,,
"mar, 16. janv 2018 15:34 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:34 EST,13:56 EST 17 min retard,15:36 EST 2 min retard,1h 40m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 16. janv 2018 16:29 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:29 EST,14:46 EST 16 min retard,16:20 EST 8 min tôt,1h 34m,,,,,
"mar, 16. janv 2018 16:54 EST A Atterri",B61147 JBU1147 JetBlue Airways (B6 / JBU),"the star is in the center of gravity of the triangle, so the x-pos is irrational (tan(30 deg) * 15) San Juan (SJU / TJSJ)",16:54 EST,17:41 AST 3 h 21 min retard,17:46 EST 52 min retard,1h 5m,,,,,
"mar, 16. janv 2018 17:19 EST A Atterri",LW706 JMR706 Lumiwings (LW / LWI),Lima (LIM / SPJC),17:19 EST,12:44 UTC-05 à temps,17:19 EST à temps,4h 34m,,,,,
"mer, 17. janv 2018 08:00 EST A Atterri",UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:00 EST,06:13 EST 13 min retard,08:13 EST 13 min retard,2h,,,,,
"mer, 17. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:05 EST 5 min retard,07:48 EST 12 min tôt,1h 42m,,,,,
,,,,,,,,,,,
"mer, 17. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:46 EST 6 min retard,08:23 EST 7 min tôt,1h 36m,,,,,
"mer, 17. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:06 EST 6 min retard,08:52 EST 5 min tôt,1h 46m,,,,,
"mer, 17. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:22 EST 12 min retard,08:59 EST 14 min tôt,1h 37m,,,,,
"mer, 17. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,05:00 UTC-05 à temps,13:26 EST 2 h 26 min retard,8h 26m,,,,,
"mer, 17. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,08:52 EST 10 min retard,10:43 EST 23 min tôt,1h 51m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mer, 17. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:36 EST 16 min retard,11:01 EST 13 min tôt,3h 24m,,,,,
"mer, 17. janv 2018 08:00 EST A Atterri",UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:00 EST,06:13 EST 13 min retard,08:13 EST 13 min retard,2h,,,,,
"mer, 17. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:05 EST 5 min retard,07:48 EST 12 min tôt,1h 42m,,,,,
"mer, 17. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:46 EST 6 min retard,08:23 EST 7 min tôt,1h 36m,,,,,
"mer, 17. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:06 EST 6 min retard,08:52 EST 5 min tôt,1h 46m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mer, 17. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:22 EST 12 min retard,08:59 EST 14 min tôt,1h 37m,,,,,
"mer, 17. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,05:00 UTC-05 à temps,13:26 EST 2 h 26 min retard,8h 26m,,,,,
"mer, 17. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,08:52 EST 10 min retard,10:43 EST 23 min tôt,1h 51m,,,,,
"mer, 17. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:36 EST 16 min retard,11:01 EST 13 min tôt,3h 24m,,,,,
"mer, 17. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,11:13 EST 3 h 58 min retard,14:40 EST 3 h 16 min retard,3h 27m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mer, 17. janv 2018 12:30 EST A Atterri",WM809 WM809 Winair (WM / WIA),Sint Maarten (SXM / TNCM),12:30 EST,12:00 AST à temps,14:00 EST 1 h 30 min retard,3h,,,,,
"mer, 17. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:28 EST 33 min retard,13:02 EST 4 min tôt,1h 33m,,,,,
"mer, 17. janv 2018 13:25 EST A Atterri",TS664 TSC664 Air Transat (TS / TSC),Montreal (YUL / CYUL),13:25 EST,09:44 EST 44 min retard,13:52 EST 27 min retard,4h 8m,,,,,
"mer, 17. janv 2018 13:50 EST A Atterri",AC1814 ROU1814 Air Canada (AC / ACA),Montreal (YUL / CYUL),13:50 EST,10:00 EST 35 min retard,14:07 EST 17 min retard,4h 6m,,,,,
"mer, 17. janv 2018 14:14 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),14:14 EST,12:19 EST 10 min retard,14:18 EST 4 min retard,1h 58m,,,,,
,,,,,,,,,,,
"mer, 17. janv 2018 14:29 EST A Atterri",II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),14:29 EST,11:33 EST 1 h 33 min retard,13:34 EST 54 min tôt,2h 1m,,,,,
"mer, 17. janv 2018 14:47 EST A Atterri",M6837 AJT837 Amerijet International (M6 / AJT),Miami (MIA / KMIA),14:47 EST,13:15 EST 15 min retard,14:50 EST 3 min retard,1h 35m,,,,,
"mer, 17. janv 2018 15:05 EST Annulé",DL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),15:05 EST,,,3h 6m,,,,,
"mer, 17. janv 2018 15:34 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:34 EST,13:59 EST 20 min retard,15:36 EST 2 min retard,1h 36m,,,,,
"mer, 17. janv 2018 17:19 EST A Atterri",OM9001 MGL9001 MIAT - Mongolian Airlines (OM / MGL),Santiago (SCL / SCEL),17:19 EST,11:37 UTC-03 à temps,17:19 EST à temps,7h 41m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mer, 17. janv 2018 17:35 EST A Atterri",AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),17:35 EST,18:40 AST 2 h 5 min retard,19:15 EST 1 h 40 min retard,1h 34m,,,,,
"mer, 17. janv 2018 19:05 EST A Atterri",LW707 JMR707 Lumiwings (LW / LWI),Punta Cana (PUJ / MDPC),19:05 EST,19:16 AST à temps,19:05 EST à temps,48m,,,,,
"jeu, 18. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:04 EST 4 min retard,07:42 EST 19 min tôt,1h 37m,,,,,
"jeu, 18. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,08:11 EST 1 h 31 min retard,09:43 EST 1 h 13 min retard,1h 31m,,,,,
"jeu, 18. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:13 EST 13 min retard,08:56 EST 1 min tôt,1h 42m,,,,,
,,,,,,,,,,,
"jeu, 18. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:26 EST 16 min retard,09:00 EST 14 min tôt,1h 33m,,,,,
"jeu, 18. janv 2018 10:15 EST Annulé",AF613 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,,,1h 55m,,,,,
"jeu, 18. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,11:57 UTC-05 6 h 57 min retard,16:46 EST 5 h 46 min retard,4h 49m,,,,,
"jeu, 18. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,08:56 EST 14 min retard,10:47 EST 19 min tôt,1h 51m,,,,,
"jeu, 18. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:37 EST 17 min retard,11:12 EST 1 min tôt,3h 35m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"jeu, 18. janv 2018 11:17 EST A Atterri",AF3990 AFR3990 Air France (AF / AFR),Miami (MIA / KMIA),11:17 EST,09:21 EST à temps,10:57 EST 19 min tôt,1h 35m,,,,,
"jeu, 18. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:04 EST 4 min retard,07:42 EST 19 min tôt,1h 37m,,,,,
"jeu, 18. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,08:11 EST 1 h 31 min retard,09:43 EST 1 h 13 min retard,1h 31m,,,,,
"jeu, 18. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:13 EST 13 min retard,08:56 EST 1 min tôt,1h 42m,,,,,
"jeu, 18. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:26 EST 16 min retard,09:00 EST 14 min tôt,1h 33m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"jeu, 18. janv 2018 10:15 EST Annulé",AF613 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,,,1h 55m,,,,,
"jeu, 18. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,11:57 UTC-05 6 h 57 min retard,16:46 EST 5 h 46 min retard,4h 49m,,,,,
"jeu, 18. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,08:56 EST 14 min retard,10:47 EST 19 min tôt,1h 51m,,,,,
"jeu, 18. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:37 EST 17 min retard,11:12 EST 1 min tôt,3h 35m,,,,,
"jeu, 18. janv 2018 11:17 EST A Atterri",AF3990 AFR3990 Air France (AF / AFR),Miami (MIA / KMIA),11:17 EST,09:21 EST à temps,10:57 EST 19 min tôt,1h 35m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"jeu, 18. janv 2018 11:24 EST Détourné",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,,,4h 9m,,,,,
"jeu, 18. janv 2018 12:50 EST A Atterri",S6405 KSZ405 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),12:50 EST,16:16 AST 3 h 46 min retard,16:55 EST 4 h 5 min retard,1h 39m,,,,,
"jeu, 18. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:23 EST 28 min retard,13:08 EST 2 min retard,1h 45m,,,,,
"jeu, 18. janv 2018 14:14 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),14:14 EST,12:19 EST 10 min retard,14:13 EST à temps,1h 53m,,,,,
"jeu, 18. janv 2018 14:37 EST A Atterri",II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),14:37 EST,11:54 EST 1 h 54 min retard,13:53 EST 43 min tôt,1h 58m,,,,,
,,,,,,,,,,,
"jeu, 18. janv 2018 15:05 EST A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),15:05 EST,12:44 EST 45 min retard,15:20 EST 15 min retard,2h 35m,,,,,
"jeu, 18. janv 2018 15:34 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:34 EST,14:21 EST 42 min retard,16:03 EST 29 min retard,1h 41m,,,,,
"jeu, 18. janv 2018 16:29 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:29 EST,15:11 EST 41 min retard,17:02 EST 33 min retard,1h 50m,,,,,
"jeu, 18. janv 2018 17:26 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),Miami (MIA / KMIA),17:26 EST,16:08 EST 48 min retard,17:48 EST 22 min retard,1h 40m,,,,,
"jeu, 18. janv 2018 17:35 EST A Atterri",AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),17:35 EST,16:42 AST 7 min retard,17:39 EST 4 min retard,1h 57m,,,,,
