Date / Statut,Vol,De,Arrivée Planifiée,Départ,Arrivé,Durée,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"ven, 15. déc 2017 09:10 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:10 EST,08:23 EST 1 h 18 min retard,09:59 EST 49 min retard,1h 35m,,,,,
"ven, 15. déc 2017 10:35 EST A Atterri",S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),10:35 EST,10:00 EST à temps,10:35 EST à temps,35m,,,,,
"ven, 15. déc 2017 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,09:09 UTC-05 4 h 9 min retard,13:39 EST 2 h 39 min retard,4h 30m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"ven, 15. déc 2017 11:15 EST A Atterri",AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),11:15 EST,09:35 EST 1 h 15 min retard,11:07 EST 7 min tôt,1h 32m,,,,,
"ven, 15. déc 2017 11:22 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:22 EST,07:54 EST 34 min retard,11:19 EST 2 min tôt,3h 25m,,,,,
"ven, 15. déc 2017 11:50 EST A Atterri",CU244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),11:50 EST,10:30 CST à temps,11:50 EST à temps,1h 20m,,,,,
"ven, 15. déc 2017 12:00 EST Annulé",JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),12:00 EST,,,1h 10m,,,,,
"ven, 15. déc 2017 12:16 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),12:16 EST,10:33 EST 23 min retard,12:26 EST 10 min retard,1h 52m,,,,,
,,,,,,,,,,,
"ven, 15. déc 2017 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:47 EST 52 min retard,13:27 EST 21 min retard,1h 40m,,,,,
"ven, 15. déc 2017 13:30 EST A Atterri",JY217 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EST,13:10 EST à temps,13:30 EST à temps,20m,,,,,
"ven, 15. déc 2017 13:30 EST A Atterri",JY211 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EST,13:10 EST à temps,13:30 EST à temps,20m,,,,,
"ven, 15. déc 2017 13:30 EST A Atterri",S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EST,13:00 EST à temps,13:30 EST à temps,30m,,,,,
"ven, 15. déc 2017 13:49 EST A Atterri",B61335 JBU1335 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),13:49 EST,10:17 EST 25 min retard,13:48 EST à temps,3h 31m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"ven, 15. déc 2017 13:50 EST A Atterri",S6303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),13:50 EST,12:35 CST à temps,13:50 EST à temps,1h 15m,,,,,
"ven, 15. déc 2017 14:36 EST A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),14:36 EST,12:02 EST 32 min retard,14:39 EST 3 min retard,2h 37m,,,,,
"ven, 15. déc 2017 15:00 EST A Atterri",JY402 InterCaribbean Airways (JY / IWY),Santo Domingo (SDQ / MDSD),15:00 EST,15:05 AST à temps,15:00 EST à temps,55m,,,,,
"ven, 15. déc 2017 15:33 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:33 EST,13:58 EST 20 min retard,15:40 EST 7 min retard,1h 42m,,,,,
"ven, 15. déc 2017 15:55 EST A Atterri",M6859 AJT859 Amerijet International (M6 / AJT),Miami (MIA / KMIA),15:55 EST,14:25 EST à temps,15:55 EST à temps,1h 30m,,,,,
,,,,,,,,,,,
"ven, 15. déc 2017 16:15 EST A Atterri",S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),16:15 EST,15:30 AST 60 min tôt,16:15 EST à temps,1h 45m,,,,,
"ven, 15. déc 2017 16:30 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:30 EST,15:12 EST 44 min retard,16:46 EST 16 min retard,1h 34m,,,,,
"ven, 15. déc 2017 16:45 EST A Atterri",S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),16:45 EST,16:15 EST à temps,16:45 EST à temps,30m,,,,,
"ven, 15. déc 2017 17:35 EST A Atterri",AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),17:35 EST,18:22 AST 1 h 47 min retard,18:55 EST 1 h 20 min retard,1h 33m,,,,,
"ven, 15. déc 2017 17:53 EST A Atterri",AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),17:53 EST,16:12 EST 22 min retard,17:54 EST 1 min retard,1h 41m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 16. déc 2017 07:15 EST A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),07:15 EST,06:30 AST 60 min tôt,07:15 EST à temps,1h 45m,,,,,
"sam, 16. déc 2017 07:15 EST A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),07:15 EST,06:30 AST 60 min tôt,07:15 EST à temps,1h 45m,,,,,
"sam, 16. déc 2017 08:00 EST A Atterri",UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:00 EST,06:56 EST 56 min retard,08:52 EST 52 min retard,1h 55m,,,,,
"sam, 16. déc 2017 08:03 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:03 EST,06:23 EST 23 min retard,07:55 EST 7 min tôt,1h 31m,,,,,
"sam, 16. déc 2017 08:06 EST A Atterri",GB2265 ABX2265 ABX Air (GB / ABX),"the star is in the center of gravity of the triangle, so the x-pos is irrational (tan(30 deg) * 15) San Juan (SJU / TJSJ)",08:06 EST,07:56 AST à temps,08:06 EST à temps,1h 9m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 16. déc 2017 08:30 EST A Atterri",S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),08:30 EST,08:00 EST à temps,08:30 EST à temps,30m,,,,,
"sam, 16. déc 2017 08:56 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:56 EST,07:27 EST 27 min retard,09:02 EST 6 min retard,1h 35m,,,,,
"sam, 16. déc 2017 09:09 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),09:09 EST,07:30 EST 14 min retard,09:08 EST à temps,1h 37m,,,,,
"sam, 16. déc 2017 09:10 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:10 EST,07:35 EST 30 min retard,09:20 EST 10 min retard,1h 44m,,,,,
"sam, 16. déc 2017 10:15 EST A Atterri",AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,09:33 EST 1 h 13 min retard,11:15 EST 1 h 0 min retard,1h 42m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 16. déc 2017 10:35 EST A Atterri",S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),10:35 EST,10:00 EST à temps,10:35 EST à temps,35m,,,,,
"sam, 16. déc 2017 10:56 EST A Atterri",B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),10:56 EST,07:27 EST 52 min retard,11:05 EST 9 min retard,3h 38m,,,,,
"sam, 16. déc 2017 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,09:04 EST 22 min retard,10:58 EST 8 min tôt,1h 54m,,,,,
"sam, 16. déc 2017 11:22 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:22 EST,07:51 EST 31 min retard,11:26 EST 4 min retard,3h 34m,,,,,
"sam, 16. déc 2017 12:00 EST A Atterri",CU242 Cubana (CU / CUB),Camaguey (CMW / MUCM),12:00 EST,10:00 CST à temps,12:00 EST à temps,2h,,,,,
,,,,,,,,,,,
"sam, 16. déc 2017 12:00 EST A Atterri",JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),12:00 EST,11:50 AST à temps,12:00 EST à temps,1h 10m,,,,,
"sam, 16. déc 2017 12:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Santiago (SCL / SCEL),12:00 EST,05:11 UTC-03 1 h 11 min retard,12:21 EST 21 min retard,9h 9m,,,,,
"sam, 16. déc 2017 12:15 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),12:15 EST,08:25 UTC-05 2 h 10 min retard,13:03 EST 48 min retard,4h 37m,,,,,
"sam, 16. déc 2017 12:16 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),12:16 EST,11:23 EST 1 h 13 min retard,13:16 EST 1 h 0 min retard,1h 53m,,,,,
"sam, 16. déc 2017 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:17 EST 22 min retard,12:52 EST 13 min tôt,1h 34m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 16. déc 2017 13:30 EST A Atterri",WM809 Winair (WM / WIA),Sint Maarten (SXM / TNCM),13:30 EST,12:50 AST à temps,13:30 EST à temps,1h 40m,,,,,
"sam, 16. déc 2017 13:35 EST A Atterri",S62101 Flag of Haiti Sunrise Airways (S6 / KSZ),Miami (MIA / KMIA),13:35 EST,11:45 EST à temps,13:35 EST à temps,1h 50m,,,,,
"sam, 16. déc 2017 13:49 EST A Atterri",B61335 JBU1335 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),13:49 EST,11:49 EST 1 h 57 min retard,14:51 EST 1 h 2 min retard,3h 1m,,,,,
"sam, 16. déc 2017 14:36 EST A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),14:36 EST,11:37 EST 7 min retard,14:09 EST 27 min tôt,2h 31m,,,,,
"sam, 16. déc 2017 15:33 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:33 EST,14:28 EST 50 min retard,16:04 EST 31 min retard,1h 35m,,,,,
,,,,,,,,,,,
"sam, 16. déc 2017 16:15 EST A Atterri",S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),16:15 EST,15:30 AST 60 min tôt,16:15 EST à temps,1h 45m,,,,,
"sam, 16. déc 2017 16:30 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:30 EST,15:18 EST 50 min retard,16:57 EST 27 min retard,1h 38m,,,,,
"sam, 16. déc 2017 16:45 EST A Atterri",S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),16:45 EST,16:15 EST à temps,16:45 EST à temps,30m,,,,,
"sam, 16. déc 2017 17:45 EST A Atterri",LW1704 Lumiwings (LW / LWI),Lima (LIM / SPJC),17:45 EST,11:45 UTC-05 à temps,17:45 EST à temps,6h,,,,,
"sam, 16. déc 2017 17:53 EST A Atterri",AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),17:53 EST,16:23 EST 33 min retard,17:57 EST 4 min retard,1h 33m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 17. déc 2017 07:15 EST A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),07:15 EST,06:30 AST 60 min tôt,07:15 EST à temps,1h 45m,,,,,
"dim, 17. déc 2017 07:15 EST A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),07:15 EST,06:30 AST 60 min tôt,07:15 EST à temps,1h 45m,,,,,
"dim, 17. déc 2017 08:03 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:03 EST,06:28 EST 28 min retard,07:59 EST 3 min tôt,1h 30m,,,,,
"dim, 17. déc 2017 08:10 EST A Atterri",S61101 KSZ1101 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),08:10 EST,06:38 EST 43 min retard,08:31 EST 21 min retard,1h 52m,,,,,
"dim, 17. déc 2017 08:30 EST A Atterri",S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),08:30 EST,08:00 EST à temps,08:30 EST à temps,30m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 17. déc 2017 08:56 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:56 EST,07:51 EST 51 min retard,09:22 EST 26 min retard,1h 31m,,,,,
"dim, 17. déc 2017 09:09 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),09:09 EST,07:34 EST 18 min retard,09:07 EST 1 min tôt,1h 32m,,,,,
"dim, 17. déc 2017 09:10 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:10 EST,07:22 EST 17 min retard,08:56 EST 13 min tôt,1h 34m,,,,,
"dim, 17. déc 2017 11:22 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:22 EST,08:22 EST 1 h 2 min retard,11:34 EST 12 min retard,3h 12m,,,,,
"dim, 17. déc 2017 12:00 EST A Atterri",JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),12:00 EST,12:00 AST 10 min retard,12:00 EST à temps,1h,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 17. déc 2017 12:16 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),12:16 EST,10:38 EST 28 min retard,12:28 EST 12 min retard,1h 50m,,,,,
"dim, 17. déc 2017 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:20 EST 25 min retard,12:55 EST 10 min tôt,1h 35m,,,,,
"dim, 17. déc 2017 13:15 EST A Atterri",9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),13:15 EST,12:00 AST à temps,13:15 EST à temps,2h 15m,,,,,
"dim, 17. déc 2017 13:30 EST A Atterri",S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EST,13:00 EST à temps,13:30 EST à temps,30m,,,,,
"dim, 17. déc 2017 13:49 EST A Atterri",B61335 JBU1335 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),13:49 EST,11:47 EST 1 h 55 min retard,15:01 EST 1 h 12 min retard,3h 13m,,,,,
,,,,,,,,,,,
"dim, 17. déc 2017 13:55 EST A Atterri",TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),13:55 EST,12:32 CET 2 h 32 min retard,16:10 EST 2 h 15 min retard,9h 37m,,,,,
"dim, 17. déc 2017 14:00 EST A Atterri",S6305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),14:00 EST,12:00 CST à temps,14:00 EST à temps,2h,,,,,
"dim, 17. déc 2017 14:05 EST A Atterri",S62101 Flag of Haiti Sunrise Airways (S6 / KSZ),Miami (MIA / KMIA),14:05 EST,12:15 EST à temps,14:05 EST à temps,1h 50m,,,,,
"dim, 17. déc 2017 14:20 EST A Atterri",S6405 KSZ405 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),14:20 EST,14:05 AST à temps,14:20 EST à temps,1h 14m,,,,,
"dim, 17. déc 2017 14:30 EST A Atterri",TS662 TSC662 Air Transat (TS / TSC),Montreal (YUL / CYUL),14:30 EST,10:42 EST 42 min retard,14:30 EST à temps,3h 47m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 17. déc 2017 14:46 EST A Atterri",DL685 DAL68E Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),14:46 EST,12:07 EST 27 min retard,14:40 EST 6 min tôt,2h 32m,,,,,
"dim, 17. déc 2017 15:33 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:33 EST,13:58 EST 20 min retard,15:35 EST 2 min retard,1h 36m,,,,,
"dim, 17. déc 2017 16:15 EST A Atterri",S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),16:15 EST,15:30 AST 60 min tôt,16:15 EST à temps,1h 45m,,,,,
"dim, 17. déc 2017 16:30 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:30 EST,14:52 EST 24 min retard,16:32 EST 2 min retard,1h 40m,,,,,
"dim, 17. déc 2017 16:45 EST A Atterri",S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),16:45 EST,16:15 EST à temps,16:45 EST à temps,30m,,,,,
,,,,,,,,,,,
"dim, 17. déc 2017 17:15 EST A Atterri",S6301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),17:15 EST,16:15 CST à temps,17:15 EST à temps,1h,,,,,
"dim, 17. déc 2017 17:35 EST A Atterri",AF618 AFR618 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),17:35 EST,17:25 AST 50 min retard,18:00 EST 25 min retard,1h 35m,,,,,
"dim, 17. déc 2017 17:53 EST A Atterri",AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),17:53 EST,16:38 EST 48 min retard,18:13 EST 20 min retard,1h 34m,,,,,
"lun, 18. déc 2017 07:15 EST A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),07:15 EST,06:30 AST 60 min tôt,07:15 EST à temps,1h 45m,,,,,
"lun, 18. déc 2017 08:03 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:03 EST,06:34 EST 34 min retard,08:12 EST 9 min retard,1h 37m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"lun, 18. déc 2017 08:10 EST A Atterri",S61101 KSZ1101 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),08:10 EST,09:33 EST 3 h 38 min retard,11:32 EST 3 h 22 min retard,1h 58m,,,,,
